192.168.244.128	8.8.8.8	udp	0.041005	42	67	SF
192.168.244.128	8.8.8.8	udp	0.035708	72	116	SF
192.168.244.128	8.8.8.8	udp	0.030290	36	93	SF
192.168.244.128	8.8.8.8	udp	0.036062	84	128	SF
192.168.244.128	8.8.8.8	udp	0.033225	42	99	SF
192.168.244.128	8.8.8.8	udp	0.039894	92	136	SF
192.168.244.128	8.8.8.8	udp	0.041638	46	96	SF
192.168.244.128	151.101.193.91	tcp	0.255696	2118	4575	RSTO
192.168.244.128	8.8.8.8	udp	0.092233	66	110	SF
192.168.244.128	8.8.8.8	udp	0.028226	33	83	SF
192.168.244.128	8.8.8.8	udp	0.051321	88	132	SF
192.168.244.128	8.8.8.8	udp	0.036748	44	101	SF
192.168.244.128	151.101.129.91	tcp	0.432177	2119	4549	SF
192.168.244.128	8.8.8.8	udp	0.054531	60	148	SF
192.168.244.128	8.8.8.8	udp	0.053878	30	103	SF
192.168.244.128	8.8.8.8	udp	0.099066	80	168	SF
192.168.244.128	8.8.8.8	udp	0.011652	40	109	SF
192.168.244.128	8.8.8.8	udp	0.022609	84	333	SF
192.168.244.128	8.8.8.8	udp	0.040080	108	356	SF
192.168.244.128	8.8.8.8	udp	5.004215	99	179	SF
192.168.244.128	1.1.1.1	udp	0.075052	66	502	SF
192.168.244.128	8.8.8.8	udp	5.095547	120	210	SF
192.168.244.128	8.8.8.8	udp	5.083503	120	188	SF
192.168.244.128	8.8.8.8	udp	0.042833	30	94	SF
192.168.244.128	8.8.8.8	udp	5.078064	124	445	SF
192.168.244.128	8.8.8.8	udp	5.098620	168	774	SF
192.168.244.128	8.8.8.8	udp	-	-	-	S0
192.168.244.128	8.8.8.8	udp	0.038793	86	235	SF
192.168.244.128	8.8.8.8	udp	0.017951	43	128	SF
192.168.244.128	8.8.8.8	udp	0.074046	70	306	SF
192.168.244.128	8.8.8.8	udp	0.017798	35	174	SF
192.168.244.128	8.8.8.8	udp	0.038681	68	156	SF
192.168.244.128	8.8.8.8	udp	0.036483	34	107	SF
192.168.244.128	8.8.8.8	udp	0.029710	33	82	SF
192.168.244.128	8.8.8.8	udp	5.032312	116	384	SF
192.168.244.128	8.8.8.8	udp	5.033766	128	393	SF
192.168.244.128	8.8.8.8	udp	0.012723	86	183	SF
192.168.244.128	8.8.8.8	udp	0.023580	33	82	SF
192.168.244.128	8.8.8.8	udp	0.054951	74	342	SF
192.168.244.128	8.8.8.8	udp	0.011176	45	200	SF
192.168.244.128	8.8.8.8	udp	0.046301	90	466	SF
192.168.244.128	8.8.8.8	udp	0.011065	31	115	SF
192.168.244.128	8.8.8.8	udp	0.012847	96	309	SF
192.168.244.128	8.8.8.8	udp	5.071477	168	215	SF
192.168.244.128	151.101.129.91	tcp	0.117029	441	4251	SF
192.168.244.128	8.8.8.8	udp	0.041256	58	146	SF
192.168.244.128	8.8.8.8	udp	0.036674	36	109	SF
192.168.244.128	8.8.8.8	udp	0.034249	29	61	SF
192.168.244.128	8.8.8.8	udp	0.014556	62	151	SF
192.168.244.128	8.8.8.8	udp	0.011564	74	194	SF
192.168.244.128	8.8.8.8	udp	0.011950	37	93	SF
192.168.244.128	8.8.8.8	udp	0.073721	88	376	SF
192.168.244.128	8.8.8.8	udp	0.011216	44	131	SF
192.168.244.128	8.8.8.8	udp	0.041482	84	536	SF
192.168.244.128	8.8.8.8	udp	0.037090	42	291	SF
192.168.244.128	8.8.8.8	udp	0.012140	66	167	SF
192.168.244.128	8.8.8.8	udp	0.012061	33	104	SF
192.168.244.128	8.8.8.8	udp	0.013336	36	123	SF
192.168.244.128	8.8.8.8	udp	0.083689	72	360	SF
192.168.244.128	8.8.8.8	udp	0.040689	58	254	SF
192.168.244.128	8.8.8.8	udp	0.012382	29	124	SF
192.168.244.128	142.250.183.170	tcp	0.679896	2739	7065588	SF
192.168.244.128	142.251.43.238	tcp	0.122514	2097	7077	RSTO
192.168.244.128	8.8.8.8	udp	-	-	-	S0
192.168.244.128	8.8.8.8	udp	0.036512	40	168	SF
192.168.244.128	8.8.8.8	udp	0.012239	70	170	SF
192.168.244.128	8.8.8.8	udp	0.011547	35	119	SF
192.168.244.128	8.8.8.8	udp	0.036016	70	172	SF
192.168.244.128	8.8.8.8	udp	0.033924	35	115	SF
192.168.244.128	8.8.8.8	udp	0.012689	33	82	SF
192.168.244.128	8.8.8.8	udp	-	-	-	S0
192.168.244.128	8.8.8.8	udp	0.013653	26	94	SF
192.168.244.128	8.8.8.8	udp	0.013504	32	125	SF
192.168.244.128	8.8.8.8	udp	0.035054	64	256	SF
192.168.244.128	8.8.8.8	udp	0.013257	33	132	SF
192.168.244.128	8.8.8.8	udp	0.026532	66	324	SF
192.168.244.128	8.8.8.8	udp	0.012907	30	168	SF
192.168.244.128	8.8.8.8	udp	0.034453	60	286	SF
192.168.244.128	8.8.8.8	udp	0.042035	70	202	SF
192.168.244.128	8.8.8.8	udp	0.035171	35	128	SF
192.168.244.128	8.8.8.8	udp	0.020256	37	184	SF
192.168.244.128	8.8.8.8	udp	0.046980	74	434	SF
192.168.244.128	8.8.8.8	udp	0.044695	76	388	SF
192.168.244.128	8.8.8.8	udp	0.017856	38	183	SF
192.168.244.128	8.8.8.8	udp	0.093306	70	155	SF
192.168.244.128	8.8.8.8	udp	0.011423	35	104	SF
192.168.244.128	8.8.8.8	udp	0.012529	30	114	SF
192.168.244.128	8.8.8.8	udp	0.013156	66	398	SF
192.168.244.128	8.8.8.8	udp	0.012994	33	196	SF
192.168.244.128	8.8.8.8	udp	0.038210	66	354	SF
192.168.244.128	8.8.8.8	udp	0.012460	33	117	SF
192.168.244.128	8.8.8.8	udp	0.033344	64	260	SF
192.168.244.128	8.8.8.8	udp	0.010887	32	127	SF
192.168.244.128	8.8.8.8	udp	0.031338	74	310	SF
192.168.244.128	8.8.8.8	udp	0.038497	37	180	SF
192.168.244.128	142.251.221.142	tcp	0.155465	2097	7078	SF
192.168.244.128	8.8.8.8	udp	0.061861	45	109	SF
192.168.244.128	8.8.8.8	udp	0.015127	45	157	SF
192.168.244.128	8.8.8.8	udp	0.030719	104	148	SF
192.168.244.128	8.8.8.8	udp	0.034789	68	316	SF
192.168.244.128	8.8.8.8	udp	0.076213	84	458	SF
192.168.244.128	8.8.8.8	udp	5.004841	99	179	SF
192.168.244.128	1.1.1.1	udp	0.067059	66	502	SF
192.168.244.128	8.8.8.8	udp	0.077768	82	450	SF
192.168.244.128	8.8.8.8	udp	0.068401	90	134	SF
192.168.244.128	8.8.8.8	udp	5.004663	99	179	SF
192.168.244.128	1.1.1.1	udp	0.071034	66	502	SF
192.168.244.128	1.1.1.1	udp	0.059154	80	250	SF
192.168.244.128	1.1.1.1	udp	0.066970	52	124	SF
192.168.244.128	8.8.8.8	udp	0.041328	82	450	SF
192.168.244.128	142.250.77.106	tcp	0.347574	2118	4976	RSTO
192.168.244.128	8.8.8.8	udp	5.073476	124	445	SF
192.168.244.128	74.125.24.84	tcp	0.421986	2101	5868	RSTO
192.168.244.128	8.8.8.8	udp	0.054844	58	346	SF
192.168.244.128	8.8.8.8	udp	0.049293	29	86	SF
192.168.244.128	8.8.8.8	udp	0.044295	76	120	SF
192.168.244.128	8.8.8.8	udp	0.093166	38	95	SF
192.168.244.128	8.8.8.8	udp	0.012348	35	60	SF
192.168.244.128	8.8.8.8	udp	0.042512	70	114	SF
192.168.244.128	8.8.8.8	udp	0.032868	37	87	SF
192.168.244.128	8.8.8.8	udp	0.046813	74	118	SF
192.168.244.128	8.8.8.8	udp	0.039844	64	108	SF
192.168.244.128	8.8.8.8	udp	0.012613	32	57	SF
192.168.244.128	8.8.8.8	udp	0.096777	90	134	SF
192.168.244.128	8.8.8.8	udp	0.013247	45	70	SF
192.168.244.128	142.251.222.196	tcp	0.139395	3015	25330	S1
192.168.244.128	142.250.66.2	tcp	0.935590	2567	5997	S1
192.168.244.128	142.250.66.2	udp	4.571575	12520	0	S0
192.168.244.128	142.251.222.196	udp	9.391409	15024	0	S0
192.168.244.128	74.125.24.84	udp	9.849031	15024	0	S0
192.168.244.128	142.251.220.99	udp	9.368866	15024	0	S0
192.168.244.128	142.251.220.99	tcp	0.294359	2484	45967	S1
192.168.244.128	74.125.24.84	tcp	0.725530	3427	12267	S1
192.168.244.128	142.251.220.99	udp	9.384255	15024	0	S0
192.168.244.128	142.250.77.106	tcp	0.299177	2513	21766	S1
192.168.244.128	74.125.24.119	tcp	10.148059	1896	0	SF
192.168.244.128	142.251.221.142	tcp	14.888929	7785	2315498	S1
192.168.244.128	142.250.183.170	udp	9.572590	15024	0	S0
192.168.244.128	142.251.222.196	tcp	0.192825	2506	8295	S1
192.168.244.128	142.250.206.110	udp	9.627892	15024	0	S0
192.168.244.128	142.251.43.238	tcp	0.929305	4862	949286	S1
192.168.244.128	13.225.5.29	tcp	0.414664	673	598526	S1
192.168.244.128	34.160.90.233	udp	19.489003	17528	0	S0
192.168.244.128	151.101.129.91	tcp	0.485153	975	6118	S1
192.168.244.128	34.160.90.233	tcp	0.084716	944	5394	S1
192.168.244.128	34.111.211.209	tcp	18.442721	4643	748963	S1
192.168.244.128	142.251.223.168	udp	18.934323	17528	0	S0
192.168.244.128	34.36.54.80	tcp	0.128126	2606	13145	S1
192.168.244.128	151.101.195.19	tcp	6.010816	6763	367807	S1
192.168.244.128	151.101.1.91	tcp	37.343412	3257	13093235	S1
192.168.244.128	151.101.129.91	tcp	0.658955	2477	30816	S1
192.168.244.128	151.101.193.91	tcp	0.525263	2374	5101	S1
192.168.244.128	142.251.43.35	udp	19.052177	17528	0	S0
192.168.244.128	151.101.129.91	tcp	36.515379	5039	117364	S1
192.168.244.128	151.101.129.91	tcp	29.376077	2531	5307	S1
192.168.244.128	142.251.43.35	tcp	18.328714	2914	86904	S1
192.168.244.128	34.36.137.203	tcp	22.093457	3902	9231	S1
192.168.244.128	34.36.137.203	udp	19.029690	17528	0	S0
192.168.244.128	142.251.222.196	tcp	14.730040	31879	1072350	S1
192.168.244.128	34.36.54.80	udp	18.976515	17528	0	S0
192.168.244.128	34.120.237.76	tcp	30.036811	11000	101786	S1
192.168.244.128	34.107.221.82	tcp	42.008348	301	298	S1
192.168.244.128	142.251.222.196	udp	19.067419	17528	0	S0
192.168.244.128	142.250.183.163	tcp	2.874391	3064	90792	S1
192.168.244.128	142.251.221.110	tcp	0.741635	3153	7853	S1
192.168.244.128	34.107.243.93	tcp	0.137493	2097	3734	S1
192.168.244.128	142.250.182.81	tcp	0.218573	3221	6691	S1
192.168.244.128	142.250.207.78	udp	19.223191	17528	0	S0
192.168.244.128	142.251.43.35	udp	18.994216	17528	0	S0
192.168.244.128	142.251.223.170	udp	19.031562	17528	0	S0
192.168.244.128	142.251.223.170	tcp	0.227866	2588	10621	S1
192.168.244.128	74.125.24.119	tcp	0.069057	663	0	S1
192.168.244.128	151.101.3.19	tcp	0.404263	2375	1528313	S1
192.168.244.128	104.18.40.238	udp	19.069468	17528	0	S0
192.168.244.128	142.250.183.163	udp	18.982676	17528	0	S0
192.168.244.128	151.101.65.91	tcp	0.151639	788	6619	S1
192.168.244.128	142.251.221.110	udp	19.029571	17528	0	S0
192.168.244.128	34.160.144.191	tcp	27.910634	1259	26294	S1
192.168.244.128	142.251.221.110	tcp	0.241118	2510	7499	S1
192.168.244.128	34.49.51.44	tcp	0.174240	2344	5083	S1
192.168.244.128	104.18.40.238	udp	19.002539	17528	0	S0
192.168.244.128	172.217.24.2	udp	19.009934	17528	0	S0
192.168.244.128	34.107.221.82	tcp	21.332880	318	216	S1
192.168.244.128	13.227.249.26	tcp	0.547845	2793	6515	S1
192.168.244.128	142.250.182.81	udp	18.973833	17528	0	S0
192.168.244.128	34.120.208.123	tcp	10.878972	20060	8357	S1
192.168.244.128	34.107.243.93	udp	19.343785	17528	0	S0
192.168.244.128	142.251.220.14	udp	9.500679	15024	0	S0
192.168.244.128	142.251.223.170	tcp	0.343350	3064	10909	S1
192.168.244.128	104.18.40.238	tcp	3.227582	2777	165130	S1
192.168.244.128	172.217.24.2	tcp	0.203982	2553	5000	S1
192.168.244.128	34.107.243.93	tcp	0.571657	2012	1187	S1
192.168.244.128	142.251.223.168	tcp	0.323920	2662	5457	S1
192.168.244.128	142.250.207.78	tcp	0.216743	2542	8877	S1
192.168.244.128	142.250.77.106	udp	9.400471	15024	0	S0
