#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2026-01-19-21-50-28
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents	ip_proto
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]	count
1768812026.861192	ChNtwDzhO1xcmyE0a	192.168.244.128	52911	8.8.8.8	53	udp	dns	0.013579	37	118	SF	T	F	0	Dd	1	65	1	146	-	17
1768812026.867575	CEcTKw4Fhjse0NVNhf	192.168.244.128	42582	8.8.8.8	53	udp	dns	0.054409	37	118	SF	T	F	0	Dd	1	65	1	146	-	17
1768812027.766976	C6K3182CKZQ9wXWhM4	192.168.244.128	40385	8.8.8.8	53	udp	dns	0.026017	128	237	SF	T	F	0	Dd	2	184	2	293	-	17
1768812027.768288	CnjJZy4gflWzlINxKk	192.168.244.128	36025	8.8.8.8	53	udp	dns	0.025095	64	157	SF	T	F	0	Dd	1	92	1	185	-	17
1768812027.771738	CcfLUc1T9yvNlKKKm6	192.168.244.128	34813	8.8.8.8	53	udp	dns	0.021655	64	157	SF	T	F	0	Dd	1	92	1	185	-	17
1768812028.283407	CDk4pDgCW67u9gEd5	192.168.244.128	33415	8.8.8.8	53	udp	dns	0.101981	94	328	SF	T	F	0	Dd	2	150	2	384	-	17
1768812028.286284	CNZ4o54ed8WCLDcGp6	192.168.244.128	56639	8.8.8.8	53	udp	dns	0.099112	47	235	SF	T	F	0	Dd	1	75	1	263	-	17
1768812028.289312	Ca65mA48MqX4qdXEef	192.168.244.128	35594	8.8.8.8	53	udp	dns	0.096078	47	235	SF	T	F	0	Dd	1	75	1	263	-	17
1768812029.572207	CLc8RB3nyDXHua7e2	192.168.244.128	39108	8.8.8.8	53	udp	dns	0.040609	66	324	SF	T	F	0	Dd	2	122	2	380	-	17
1768812029.574320	CXmBlK1HaX8594e0hd	192.168.244.128	49285	8.8.8.8	53	udp	dns	0.013987	33	132	SF	T	F	0	Dd	1	61	1	160	-	17
1768812029.574660	Cczpam2pCZVBZblFhl	192.168.244.128	47099	8.8.8.8	53	udp	dns	0.015589	70	170	SF	T	F	0	Dd	2	126	2	226	-	17
1768812029.578867	CRJaF94OFckffdyJsi	192.168.244.128	59372	8.8.8.8	53	udp	dns	0.011384	35	119	SF	T	F	0	Dd	1	63	1	147	-	17
1768812029.591937	ClUj5gHqhExOq6kx7	192.168.244.128	38663	8.8.8.8	53	udp	dns	0.123662	70	172	SF	T	F	0	Dd	2	126	2	228	-	17
1768812029.596336	CoRXNt4h4iJQF8oyXh	192.168.244.128	54310	8.8.8.8	53	udp	dns	0.016493	35	115	SF	T	F	0	Dd	1	63	1	143	-	17
1768812029.597471	CNrqPy2vGyco09urp4	192.168.244.128	51894	8.8.8.8	53	udp	dns	0.028776	33	82	SF	T	F	0	Dd	1	61	1	110	-	17
1768812029.598520	ClxJ6l41lThZgyt5Jk	192.168.244.128	60198	8.8.8.8	53	udp	dns	0.115119	52	124	SF	T	F	0	Dd	2	108	2	180	-	17
1768812029.599973	CQpJB31XO6AaVjOmI9	192.168.244.128	50096	8.8.8.8	53	udp	dns	0.028214	26	94	SF	T	F	0	Dd	1	54	1	122	-	17
1768812029.602789	COadbf1y2NyDbpZqI7	192.168.244.128	33332	8.8.8.8	53	udp	dns	0.022001	64	256	SF	T	F	0	Dd	2	120	2	312	-	17
1768812029.605032	CEEHNc2HVoSTJfNOxk	192.168.244.128	36921	8.8.8.8	53	udp	dns	0.019792	32	125	SF	T	F	0	Dd	1	60	1	153	-	17
1768812029.605839	COH8WG2PkxuAITatr2	192.168.244.128	53705	8.8.8.8	53	udp	dns	0.092564	60	286	SF	T	F	0	Dd	2	116	2	342	-	17
1768812029.606302	CrkhFg4pDEMjzad9i9	192.168.244.128	38555	8.8.8.8	53	udp	dns	0.018529	30	168	SF	T	F	0	Dd	1	58	1	196	-	17
1768812029.606718	CxT74PWqnZnQoDvw8	192.168.244.128	38741	8.8.8.8	53	udp	dns	0.081247	70	202	SF	T	F	0	Dd	2	126	2	258	-	17
1768812029.607077	CVzZ1q126O8kh9iyx2	192.168.244.128	58888	8.8.8.8	53	udp	dns	0.039210	35	128	SF	T	F	0	Dd	1	63	1	156	-	17
1768812029.607460	CpJLUnEyu6RyCJDt2	192.168.244.128	44977	8.8.8.8	53	udp	dns	0.080522	74	418	SF	T	F	0	Dd	2	130	2	474	-	17
1768812029.607907	CQulPB4a5GMtMX6wE7	192.168.244.128	47162	8.8.8.8	53	udp	dns	0.016927	37	184	SF	T	F	0	Dd	1	65	1	212	-	17
1768812029.608349	CX6gDJyd9Gwu1cIFf	192.168.244.128	55874	8.8.8.8	53	udp	dns	0.061449	76	332	SF	T	F	0	Dd	2	132	2	388	-	17
1768812029.609061	CN72jTcJLptaxlAt3	192.168.244.128	48442	8.8.8.8	53	udp	dns	0.015780	38	183	SF	T	F	0	Dd	1	66	1	211	-	17
1768812029.609716	CItDFw2TxwCjW12NX5	192.168.244.128	44569	8.8.8.8	53	udp	dns	0.095496	70	155	SF	T	F	0	Dd	2	126	2	211	-	17
1768812029.613051	CStqvw4BmeYRjQyFHd	192.168.244.128	60648	8.8.8.8	53	udp	dns	0.017429	35	104	SF	T	F	0	Dd	1	63	1	132	-	17
1768812029.616134	CHuFtd2Lh7XKH3rzih	192.168.244.128	37698	8.8.8.8	53	udp	dns	0.015687	30	114	SF	T	F	0	Dd	1	58	1	142	-	17
1768812029.617032	CnzNJd3Dx53nni0gmi	192.168.244.128	51818	8.8.8.8	53	udp	dns	0.070819	30	103	SF	T	F	0	Dd	1	58	1	131	-	17
1768812029.618340	CYZdUfuwt6u4Iux2	192.168.244.128	50448	8.8.8.8	53	udp	dns	0.012156	40	109	SF	T	F	0	Dd	1	68	1	137	-	17
1768812029.619527	CCHNFd2ft8FFLQwwif	192.168.244.128	43243	8.8.8.8	53	udp	dns	0.078902	70	306	SF	T	F	0	Dd	2	126	2	362	-	17
1768812029.625100	CtBGLX2u6q7VARkql6	192.168.244.128	40962	8.8.8.8	53	udp	dns	0.011438	35	174	SF	T	F	0	Dd	1	63	1	202	-	17
1768812029.627080	CI6f4e2SvQt9FLYuQj	192.168.244.128	46050	8.8.8.8	53	udp	dns	0.088373	68	156	SF	T	F	0	Dd	2	124	2	212	-	17
1768812029.627632	CB2ZP14EJ6iFAddFhe	192.168.244.128	48221	8.8.8.8	53	udp	dns	0.100821	80	168	SF	T	F	0	Dd	2	136	2	224	-	17
1768812029.628011	CsB2sF2surFhea1rib	192.168.244.128	57309	8.8.8.8	53	udp	dns	0.087425	34	107	SF	T	F	0	Dd	1	62	1	135	-	17
1768812029.628576	CLZw9v44pAMwFBOHh8	192.168.244.128	53942	8.8.8.8	53	udp	dns	0.059387	90	450	SF	T	F	0	Dd	2	146	2	506	-	17
1768812029.629035	CqBb6W3RKJZhP3iTI1	192.168.244.128	45804	8.8.8.8	53	udp	dns	0.017232	45	200	SF	T	F	0	Dd	1	73	1	228	-	17
1768812029.631923	CyFXOa1dIiL5ibS21j	192.168.244.128	43919	8.8.8.8	53	udp	dns	0.014390	31	115	SF	T	F	0	Dd	1	59	1	143	-	17
1768812029.636340	CP7BMj29pYSZTQNjM1	192.168.244.128	49648	8.8.8.8	53	udp	dns	0.051637	74	194	SF	T	F	0	Dd	2	130	2	250	-	17
1768812029.636658	CWvYAt2Z96QXgAt3Q8	192.168.244.128	45557	8.8.8.8	53	udp	dns	0.051320	37	93	SF	T	F	0	Dd	1	65	1	121	-	17
1768812029.637254	CC9Qfk3V0qMI5iShzi	192.168.244.128	60774	8.8.8.8	53	udp	dns	0.078227	88	376	SF	T	F	0	Dd	2	144	2	432	-	17
1768812029.637405	CtIMma1Q19h8r39O99	192.168.244.128	34399	8.8.8.8	53	udp	dns	0.067819	44	131	SF	T	F	0	Dd	1	72	1	159	-	17
1768812029.649049	CwxXEa1ckS1AzeyPk	192.168.244.128	52634	8.8.8.8	53	udp	dns	0.039008	42	291	SF	T	F	0	Dd	1	70	1	319	-	17
1768812030.201745	CjiaRf3ooV9dj97zKi	192.168.244.128	41424	8.8.8.8	53	udp	dns	0.013641	32	57	SF	T	F	0	Dd	1	60	1	85	-	17
1768812030.202299	CxeGaa4ckb7j0RRZ7l	192.168.244.128	33948	8.8.8.8	53	udp	dns	0.042701	64	108	SF	T	F	0	Dd	2	120	2	164	-	17
1768812030.329143	C3xeuz2KRI6igTgm53	192.168.244.128	47212	8.8.8.8	53	udp	dns	0.038549	64	108	SF	T	F	0	Dd	2	120	2	164	-	17
1768812035.178149	CPDhyB2uS85CPSGdfl	192.168.244.128	47042	142.251.223.170	443	tcp	ssl	0.201602	2126	10142	SF	T	F	0	ShADadFf	10	2546	11	10586	-	6
1768812034.670542	C7PLTY1PPuwwSJr26l	192.168.244.128	49558	142.251.223.168	443	tcp	ssl	0.278414	2106	5148	RSTO	T	F	0	ShADadFRR	11	2566	10	5552	-	6
1768812034.669959	CrxrNQ2xEtsTNs5mg1	192.168.244.128	49552	142.251.223.168	443	tcp	ssl	0.279335	2106	5148	RSTO	T	F	0	ShADadFRRR	12	2606	10	5552	-	6
1768812031.638117	C3Dvbm2xwaAapZNy8a	192.168.244.128	52349	8.8.8.8	53	udp	dns	0.022634	66	167	SF	T	F	0	Dd	2	122	2	223	-	17
1768812031.639585	CRrjFg3VgRDUbNggek	192.168.244.128	44631	8.8.8.8	53	udp	dns	0.012522	33	104	SF	T	F	0	Dd	1	61	1	132	-	17
1768812031.639964	CVr1Ip4iYV4co7HRii	192.168.244.128	37338	8.8.8.8	53	udp	dns	0.047461	72	360	SF	T	F	0	Dd	2	128	2	416	-	17
1768812031.640308	C0LjZV1xHSFAroQGia	192.168.244.128	59400	8.8.8.8	53	udp	dns	0.011771	36	123	SF	T	F	0	Dd	1	64	1	151	-	17
1768812031.652607	CzKBuZH5H9XG47qQb	192.168.244.128	37588	8.8.8.8	53	udp	dns	0.047078	29	124	SF	T	F	0	Dd	1	57	1	152	-	17
1768812031.653086	CQrw87t40TeTZNL8j	192.168.244.128	33207	8.8.8.8	53	udp	dns	0.055119	80	278	SF	T	F	0	Dd	2	136	2	334	-	17
1768812031.653966	CsMt4f4qtn53Z7a99k	192.168.244.128	45168	8.8.8.8	53	udp	dns	0.042514	40	168	SF	T	F	0	Dd	1	68	1	196	-	17
1768812031.653972	CS4TSv1HI1IYNzf716	192.168.244.128	45286	8.8.8.8	53	udp	dns	0.033438	66	398	SF	T	F	0	Dd	2	122	2	454	-	17
1768812031.655406	C0ONW64qmlbaVgj4D2	192.168.244.128	60410	8.8.8.8	53	udp	dns	0.019375	33	196	SF	T	F	0	Dd	1	61	1	224	-	17
1768812031.655666	CITZYp2NQR24aGUGPk	192.168.244.128	53042	8.8.8.8	53	udp	dns	0.044044	66	354	SF	T	F	0	Dd	2	122	2	410	-	17
1768812031.655814	ChR5u21NgOOidDSOJk	192.168.244.128	57407	8.8.8.8	53	udp	dns	0.040631	33	117	SF	T	F	0	Dd	1	61	1	145	-	17
1768812031.656413	CpGgln48Tumzm7rcs8	192.168.244.128	57700	8.8.8.8	53	udp	dns	0.018394	32	127	SF	T	F	0	Dd	1	60	1	155	-	17
1768812031.656686	C19GiB4OaopyfcD5l1	192.168.244.128	42402	8.8.8.8	53	udp	dns	0.051531	74	310	SF	T	F	0	Dd	2	130	2	366	-	17
1768812031.656987	CRoVWF2k36hJZDPiJ2	192.168.244.128	53712	8.8.8.8	53	udp	dns	0.039490	37	180	SF	T	F	0	Dd	1	65	1	208	-	17
1768812037.041141	CQENmd1PafdW9KoB3i	192.168.244.128	34926	142.250.207.78	443	tcp	ssl	0.245100	2108	4566	SF	T	F	0	ShADadFf	9	2488	11	5010	-	6
1768812036.305219	CjHs6v3iauLJqEdzU9	192.168.244.128	40408	142.251.221.110	443	tcp	ssl	0.176442	2097	7078	RSTO	T	F	0	ShADadFR	10	2517	11	7522	-	6
1768812034.081704	CiHKmi3wy1HiQCEuwd	192.168.244.128	57919	8.8.8.8	53	udp	dns	0.047349	66	110	SF	T	F	0	Dd	2	122	2	166	-	17
1768812034.082667	C0npwn3mlyz36mjRlb	192.168.244.128	42731	8.8.8.8	53	udp	dns	0.032156	33	90	SF	T	F	0	Dd	1	61	1	118	-	17
1768812034.103818	CRrpDq4pNRvIwLxSfg	192.168.244.128	39069	8.8.8.8	53	udp	dns	0.046746	70	114	SF	T	F	0	Dd	2	126	2	170	-	17
1768812034.106672	CR7a2b2HV6wpECX7Q3	192.168.244.128	59987	8.8.8.8	53	udp	dns	0.033152	35	60	SF	T	F	0	Dd	1	63	1	88	-	17
1768812034.118424	CqPwyu2vVvn7Tnivh2	192.168.244.128	39987	8.8.8.8	53	udp	dns	0.041005	42	67	SF	T	F	0	Dd	1	70	1	95	-	17
1768812034.280538	CxoLg94il16SUKmeGk	192.168.244.128	37346	8.8.8.8	53	udp	dns	0.035708	72	116	SF	T	F	0	Dd	2	128	2	172	-	17
1768812034.284321	Clu92c42gJqhoTene7	192.168.244.128	56566	8.8.8.8	53	udp	dns	0.030290	36	93	SF	T	F	0	Dd	1	64	1	121	-	17
1768812034.625312	CEmv173lWElL6Zt7Nb	192.168.244.128	35361	8.8.8.8	53	udp	dns	0.036062	84	128	SF	T	F	0	Dd	2	140	2	184	-	17
1768812034.629677	COLjpr16BMJyFN89F3	192.168.244.128	47276	8.8.8.8	53	udp	dns	0.033225	42	99	SF	T	F	0	Dd	1	70	1	127	-	17
1768812035.129597	ChxBr62WLkLRNoIz23	192.168.244.128	53569	8.8.8.8	53	udp	dns	0.039894	92	136	SF	T	F	0	Dd	2	148	2	192	-	17
1768812035.132320	CCANPJ3li2d2rjlGab	192.168.244.128	41317	8.8.8.8	53	udp	dns	0.041638	46	96	SF	T	F	0	Dd	1	74	1	124	-	17
1768812039.633209	CB09bhGRK8WiklzU4	192.168.244.128	52868	151.101.193.91	443	tcp	ssl	0.255696	2118	4575	RSTO	T	F	0	ShADadFR	9	2498	9	4939	-	6
1768812036.097815	CC9xcg4GTphxpB06pa	192.168.244.128	51391	8.8.8.8	53	udp	dns	0.092233	66	110	SF	T	F	0	Dd	2	122	2	166	-	17
1768812036.100563	Ce1RDx1seBy63KMgwe	192.168.244.128	37549	8.8.8.8	53	udp	dns	0.028226	33	83	SF	T	F	0	Dd	1	61	1	111	-	17
1768812036.987047	CmGIUF36NkDYhEn3o	192.168.244.128	42170	8.8.8.8	53	udp	dns	0.051321	88	132	SF	T	F	0	Dd	2	144	2	188	-	17
1768812036.990447	CE57JT365rUTGHb9m6	192.168.244.128	48330	8.8.8.8	53	udp	dns	0.036748	44	101	SF	T	F	0	Dd	1	72	1	129	-	17
1768812042.588576	Cg4NMS1o5gB8fCyHZ2	192.168.244.128	51070	151.101.129.91	443	tcp	ssl	0.432177	2119	4549	SF	T	F	0	ShADadFfR	9	2499	9	4913	-	6
1768812038.801143	CQUtBC1Ip2EUve6qm8	192.168.244.128	52810	8.8.8.8	53	udp	dns	0.054531	60	148	SF	T	F	0	Dd	2	116	2	204	-	17
1768812038.801798	CXUCnb1BF083udzBIc	192.168.244.128	44985	8.8.8.8	53	udp	dns	0.053878	30	103	SF	T	F	0	Dd	1	58	1	131	-	17
1768812038.802664	C10BWX2M4CczyQm0A2	192.168.244.128	50952	8.8.8.8	53	udp	dns	0.099066	80	168	SF	T	F	0	Dd	2	136	2	224	-	17
1768812038.803434	C12pBk1ivbSimaSmkl	192.168.244.128	49057	8.8.8.8	53	udp	dns	0.011652	40	109	SF	T	F	0	Dd	1	68	1	137	-	17
1768812039.003698	Cy3mlVCQdnXilipGk	192.168.244.128	49140	8.8.8.8	53	udp	dns	0.022609	84	333	SF	T	F	0	Dd	2	140	2	389	-	17
1768812039.588615	COdqiG3rWbfADg1WI3	192.168.244.128	47123	8.8.8.8	53	udp	dns	0.040080	108	356	SF	T	F	0	Dd	2	164	2	412	-	17
